PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.14594834,10000.081,8540.586,14.594833
0.5310607,35023.953,16424.107,53.10607
0.64142346,31357.477,11244.056,64.14235
0.082648,7004.8447,6425.9087,8.2648
0.20061012,24000.715,19185.93,20.061012
0.66320884,7000.67,2357.7637,66.320885
0.68203896,2015.5479,640.86566,68.203896
0.2466866,17097.766,12879.977,24.66866
0.30363616,14014.639,9759.287,30.363617
0.13375056,14013.553,12139.232,13.375055
0.7194927,12854.313,3605.729,71.949265
0.3291338,35041.035,23507.846,32.91338
0.16389103,8010.535,6697.68,16.389103
0.75063705,11252.811,2806.034,75.063705
0.78059036,17015.855,3733.4429,78.05904
0.4659002,12996.211,6941.274,46.590023
0.4271321,20099.246,11514.212,42.71321
0.57942957,7495.267,3152.2878,57.942955
0.35241342,21548.32,13954.403,35.24134
0.7004753,9999.839,2995.199,70.04753
0.5391934,13597.104,6265.6353,53.91934
0.187246,10503.52,8536.778,18.7246
0.6083792,5996.1577,2348.2202,60.837917
0.72821575,23668.04,6432.6,72.82158
0.42418596,10003.914,5760.394,42.418594
0.47493497,16005.047,8403.691,47.493496
0.5385144,16008.853,7387.8555,53.851437
0.12768479,30045.59,26209.225,12.768478
0.60395414,8003.3906,3169.7097,60.395412
0.6106159,3007.834,1171.2028,61.061592
0.7338088,25009.762,6657.378,73.38088
0.31039894,20999.986,14481.613,31.039894
0.72221786,29978.086,8327.377,72.22179
0.28082705,35012.465,25180.018,28.082705
0.37054014,25010.605,15743.172,37.054016
0.512533,14043.675,6845.828,51.2533
0.42903766,26526.281,15145.507,42.903767
0.29188034,22978.559,16271.568,29.188034
0.60672635,35025.75,13774.705,60.672634
0.52201885,34981.86,16720.67,52.201885
0.2643125,13264.644,9758.633,26.431252
0.5000033,19894.418,9947.144,50.000328
0.29977053,25032.258,17528.324,29.977053
0.23754664,8001.4746,6100.7515,23.754663
0.5741301,1744.3242,742.85516,57.413013
0.3567145,28024.145,18027.525,35.671448
0.6521864,23636.965,8221.258,65.21864
0.3008379,3004.334,2100.5166,30.08379
0.32127243,12006.481,8149.13,32.127243
0.3070217,12808.483,8876.001,30.702171
0.428715,5001.9277,2857.5264,42.8715
0.70557654,13925.647,4100.037,70.557655
0.43442905,9998.83,5655.048,43.442905
0.7630205,34958.4,8284.423,76.30205
0.3330808,12009.604,8009.4355,33.30808
0.55144256,14179.425,6360.2866,55.144257
0.39078683,15998.682,9746.607,39.078682
0.41680792,18000.527,10497.766,41.680794
0.69184107,7996.569,2464.214,69.184105
0.26284137,10677.884,7871.2944,26.284138
0.12168305,12010.818,10549.306,12.168305
0.7884823,10001.174,2115.4253,78.84823
0.1764205,9997.47,8233.711,17.64205
