PD,Raw_Capacity,Final_Limit,Risk_Haircut_Pct
0.49107873,5999.946,3053.5,49.107872
0.661442,12028.978,4072.5068,66.144196
0.42456877,24467.922,14079.606,42.45688
0.3853486,6996.4395,4300.3716,38.53486
0.47444066,19999.307,10510.821,47.444065
0.46509686,16002.183,8559.618,46.509686
0.58210737,5999.145,2506.9985,58.210735
0.83949983,26569.877,4264.4697,83.94998
0.63437325,7506.58,2744.6064,63.437325
0.1123201,20019.01,17770.473,11.23201
0.37564075,35067.26,21894.568,37.564075
0.68459153,10990.876,3466.6155,68.45915
0.37659466,14999.551,9350.8,37.659466
0.31888887,3004.0186,2046.0704,31.888887
0.65287715,12009.498,4168.771,65.28771
0.4604273,9801.908,5288.8423,46.042732
0.7032435,10000.233,2967.6343,70.32435
0.33509648,20005.912,13302.001,33.509647
0.2759093,19995.396,14478.48,27.59093
0.5049627,4576.978,2265.775,50.49627
0.33713862,6004.7383,3980.3088,33.713863
0.5277565,20002.104,9445.863,52.77565
0.48787972,13553.609,6941.0776,48.78797
0.16900888,17986.96,14947.005,16.900888
0.5566988,17728.166,7858.9175,55.66988
0.48003104,4202.868,2185.361,48.003105
0.17576003,20996.475,17306.133,17.576004
0.34557435,22927.89,15004.599,34.557434
0.4558183,16005.39,8709.84,45.58183
0.5768915,19997.393,8461.067,57.689148
0.14826073,8852.088,7539.671,14.826073
0.111391634,25909.838,23023.697,11.139163
0.54480803,17858.717,8129.1445,54.480804
0.43953007,40095.223,22472.166,43.953007
0.2532803,15009.197,11207.663,25.328032
0.45676988,1184.064,643.2192,45.676987
0.29363406,16003.265,11304.161,29.363405
0.39726657,20001.77,12055.735,39.726658
0.23751064,8406.49,6409.8594,23.751064
0.39739123,12012.967,7239.1196,39.739124
0.3331146,6507.887,4340.0146,33.31146
0.5450137,4809.393,2188.2078,54.501373
0.6025531,13549.233,5385.1006,60.255314
0.27162892,15004.054,10928.519,27.162891
0.1581928,9590.859,8073.6543,15.81928
0.04614345,3988.4429,3804.4023,4.614345
0.43551102,8408.361,4746.4277,43.5511
0.7228253,18017.852,4994.093,72.28253
0.41041288,14755.436,8699.614,41.041286
0.6191332,8240.869,3138.6736,61.91332
0.4120956,4002.513,2353.095,41.20956
0.59638286,9997.211,4035.0457,59.638287
0.46884713,14991.1045,7962.568,46.884712
0.5590743,16008.323,7058.4814,55.90743
0.3982684,16002.68,9629.318,39.82684
0.5773935,17006.174,7186.92,57.739346
0.24474013,35027.285,26454.703,24.474012
0.3483026,34979.066,22795.766,34.83026
0.124102436,28004.059,24528.688,12.410244
0.10335706,15998.142,14344.62,10.335706
0.7181785,7937.5146,2236.9622,71.81785
0.12147012,4999.3613,4392.0884,12.147013
0.4485687,16530.105,9115.218,44.85687
0.3185722,4006.2334,2729.959,31.85722
0.42565998,16013.408,9197.141,42.565998
0.49272808,5010.9883,2541.9336,49.272808
0.41852242,35013.992,20359.852,41.85224
0.38010216,15007.842,9303.329,38.010216
0.5028325,20004.768,9945.721,50.28325
0.27204147,9992.755,7274.3115,27.204147
0.5385827,1962.0431,905.3207,53.85827
0.7743718,23999.281,5414.9146,77.43718
0.65204316,20985.277,7301.9707,65.204315
0.7161412,11518.09,3269.511,71.61412
0.2849662,6999.174,5004.6455,28.49662
0.21828039,24006.234,18766.145,21.82804
0.32683146,14392.735,9688.736,32.683147
0.6023105,9988.032,3972.1357,60.23105
0.5591477,16522.717,7284.0776,55.914772
0.72269756,27424.65,7604.9224,72.26975
0.5770957,2240.5244,947.52747,57.709568
0.44730517,4997.108,2761.8755,44.73052
0.12835519,20003.055,17435.559,12.835519
0.33154655,4410.6514,2948.3152,33.154655
0.3946201,5599.1826,3389.6328,39.46201
0.3508856,15008.932,9742.514,35.08856
0.7345675,19737.18,5238.8887,73.45675
0.4869403,5894.8857,3024.4285,48.69403
0.61535364,20025.549,7702.7544,61.535366
